region,bygnType,statistikkvariabel,aar,value,k_kode,kommune_nr,fylkesnr,fylke
Færder,Boligblokk,Boliger (bebodde og ubebodde),2021,1003,K-3911,3911,39,Vestfold
Færder,Boligblokk,Boliger (bebodde og ubebodde),2022,1043,K-3911,3911,39,Vestfold
Færder,Boligblokk,Boliger (bebodde og ubebodde),2023,1153,K-3911,3911,39,Vestfold
Færder,Boligblokk,Boliger (bebodde og ubebodde),2024,1193,K-3911,3911,39,Vestfold
Færder,Boligblokk,Boliger (bebodde og ubebodde),2025,1239,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2006,119,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2007,119,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2008,137,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2009,137,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2010,137,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2011,130,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2012,130,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2013,130,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2014,134,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2015,135,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2016,135,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2017,133,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2018,137,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2019,141,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2020,136,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2021,138,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2022,128,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2023,131,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2024,132,K-3911,3911,39,Vestfold
Færder,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2025,126,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2006,210,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2007,203,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2008,207,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2009,210,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2010,213,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2011,222,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2012,226,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2013,231,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2014,247,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2015,241,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2016,247,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2017,252,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2018,254,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2019,262,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2020,265,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2021,268,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2022,271,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2023,269,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2024,270,K-3911,3911,39,Vestfold
Færder,Andre bygningstyper,Boliger (bebodde og ubebodde),2025,271,K-3911,3911,39,Vestfold
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2006,8759,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2007,8784,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2008,8810,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2009,8916,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2010,9028,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2011,9087,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2012,8907,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2013,8947,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2014,8963,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2015,8983,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2016,9004,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2017,9029,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2018,9075,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2019,9095,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2020,9100,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2021,9116,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2022,9135,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2023,9122,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2024,9136,K-4001,4001,40,Telemark
Porsgrunn,Enebolig,Boliger (bebodde og ubebodde),2025,9152,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2006,1023,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2007,1059,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2008,1079,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2009,1126,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2010,1149,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2011,1190,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2012,1197,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2013,1199,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2014,1226,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2015,1238,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2016,1249,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2017,1271,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2018,1274,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2019,1287,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2020,1316,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2021,1332,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2022,1338,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2023,1362,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2024,1386,K-4001,4001,40,Telemark
Porsgrunn,Tomannsbolig,Boliger (bebodde og ubebodde),2025,1396,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2006,2322,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2007,2407,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2008,2462,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2009,2515,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2010,2519,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2011,2530,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2012,2676,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2013,2555,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2014,2574,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2015,2579,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2016,2600,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2017,2627,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2018,2664,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2019,2684,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2020,2711,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2021,2764,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2022,2771,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2023,2832,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2024,2872,K-4001,4001,40,Telemark
Porsgrunn,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2025,2885,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2006,2469,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2007,2583,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2008,2669,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2009,2762,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2010,2799,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2011,2823,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2012,2866,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2013,2902,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2014,2996,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2015,2998,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2016,3040,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2017,3051,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2018,3091,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2019,3228,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2020,3293,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2021,3360,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2022,3380,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2023,3474,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2024,3545,K-4001,4001,40,Telemark
Porsgrunn,Boligblokk,Boliger (bebodde og ubebodde),2025,3562,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2006,550,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2007,553,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2008,553,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2009,553,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2010,553,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2011,587,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2012,598,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2013,598,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2014,595,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2015,595,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2016,674,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2017,682,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2018,678,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2019,674,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2020,670,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2021,690,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2022,693,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2023,693,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2024,693,K-4001,4001,40,Telemark
Porsgrunn,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2025,693,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2006,378,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2007,377,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2008,377,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2009,375,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2010,381,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2011,426,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2012,476,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2013,477,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2014,480,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2015,478,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2016,477,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2017,493,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2018,497,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2019,492,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2020,512,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2021,483,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2022,488,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2023,477,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2024,472,K-4001,4001,40,Telemark
Porsgrunn,Andre bygningstyper,Boliger (bebodde og ubebodde),2025,473,K-4001,4001,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2006,13524,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2007,13490,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2008,13555,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2009,13595,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2010,13626,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2011,13646,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2012,13747,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2013,13799,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2014,13848,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2015,13902,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2016,13935,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2017,13991,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2018,13996,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2019,14069,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2020,14120,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2021,14176,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2022,14216,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2023,14244,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2024,14267,K-4003,4003,40,Telemark
Skien,Enebolig,Boliger (bebodde og ubebodde),2025,14285,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2006,1881,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2007,1968,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2008,2027,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2009,2088,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2010,2132,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2011,2190,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2012,2252,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2013,2323,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2014,2381,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2015,2445,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2016,2508,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2017,2575,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2018,2618,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2019,2653,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2020,2678,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2021,2718,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2022,2746,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2023,2792,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2024,2835,K-4003,4003,40,Telemark
Skien,Tomannsbolig,Boliger (bebodde og ubebodde),2025,2856,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2006,2747,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2007,2832,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2008,2875,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2009,2888,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2010,2909,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2011,2922,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2012,2956,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2013,2969,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2014,2996,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2015,3017,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2016,3021,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2017,3044,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2018,3146,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2019,3198,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2020,3263,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2021,3303,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2022,3326,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2023,3355,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2024,3394,K-4003,4003,40,Telemark
Skien,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2025,3419,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2006,3992,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2007,4037,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2008,4180,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2009,4228,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2010,4262,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2011,4299,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2012,4328,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2013,4430,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2014,4491,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2015,4722,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2016,4798,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2017,4843,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2018,5014,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2019,5079,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2020,5159,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2021,5229,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2022,5366,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2023,5654,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2024,5759,K-4003,4003,40,Telemark
Skien,Boligblokk,Boliger (bebodde og ubebodde),2025,5905,K-4003,4003,40,Telemark
Skien,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2006,110,K-4003,4003,40,Telemark
Skien,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2007,110,K-4003,4003,40,Telemark
Skien,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2008,125,K-4003,4003,40,Telemark
Skien,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2009,120,K-4003,4003,40,Telemark
Skien,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2010,120,K-4003,4003,40,Telemark
Skien,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2011,120,K-4003,4003,40,Telemark
Skien,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2012,121,K-4003,4003,40,Telemark
Skien,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2013,121,K-4003,4003,40,Telemark
Skien,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2014,121,K-4003,4003,40,Telemark
Skien,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2015,115,K-4003,4003,40,Telemark
Skien,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2016,129,K-4003,4003,40,Telemark
Skien,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2017,133,K-4003,4003,40,Telemark
Skien,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2018,129,K-4003,4003,40,Telemark
Skien,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2019,129,K-4003,4003,40,Telemark
Skien,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2020,140,K-4003,4003,40,Telemark
Skien,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2021,140,K-4003,4003,40,Telemark
