region,bygnType,statistikkvariabel,aar,value,k_kode,kommune_nr,fylkesnr,fylke
Volda,Andre bygningstyper,Boliger (bebodde og ubebodde),2021,196,K-1577,1577,15,Møre og Romsdal
Volda,Andre bygningstyper,Boliger (bebodde og ubebodde),2022,201,K-1577,1577,15,Møre og Romsdal
Volda,Andre bygningstyper,Boliger (bebodde og ubebodde),2023,224,K-1577,1577,15,Møre og Romsdal
Volda,Andre bygningstyper,Boliger (bebodde og ubebodde),2024,222,K-1577,1577,15,Møre og Romsdal
Volda,Andre bygningstyper,Boliger (bebodde og ubebodde),2025,231,K-1577,1577,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2006,1052,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2007,1058,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2008,1038,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2009,1054,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2010,1054,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2011,1057,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2012,1058,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2013,1075,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2014,1084,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2015,1089,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2016,1086,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2017,1092,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2018,1096,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2019,1101,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2020,1100,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2021,1093,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2022,1099,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2023,1102,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2024,1103,K-1578,1578,15,Møre og Romsdal
Fjord,Enebolig,Boliger (bebodde og ubebodde),2025,1104,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2006,157,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2007,159,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2008,156,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2009,159,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2010,159,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2011,158,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2012,154,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2013,159,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2014,159,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2015,159,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2016,161,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2017,161,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2018,155,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2019,161,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2020,162,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2021,152,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2022,152,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2023,155,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2024,155,K-1578,1578,15,Møre og Romsdal
Fjord,Tomannsbolig,Boliger (bebodde og ubebodde),2025,159,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2006,85,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2007,86,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2008,86,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2009,86,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2010,86,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2011,86,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2012,91,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2013,88,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2014,92,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2015,89,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2016,93,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2017,93,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2018,97,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2019,97,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2020,100,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2021,88,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2022,82,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2023,83,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2024,90,K-1578,1578,15,Møre og Romsdal
Fjord,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2025,90,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2006,27,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2007,27,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2008,27,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2009,27,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2010,27,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2011,27,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2012,27,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2013,22,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2014,22,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2015,30,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2016,30,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2017,38,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2018,38,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2019,38,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2020,38,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2021,38,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2022,38,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2023,38,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2024,38,K-1578,1578,15,Møre og Romsdal
Fjord,Boligblokk,Boliger (bebodde og ubebodde),2025,38,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2006,50,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2007,50,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2008,50,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2009,50,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2010,50,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2011,50,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2012,50,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2013,50,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2014,50,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2015,55,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2016,56,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2017,57,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2018,57,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2019,57,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2020,57,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2021,57,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2022,57,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2023,57,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2024,57,K-1578,1578,15,Møre og Romsdal
Fjord,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2025,57,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2006,90,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2007,89,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2008,92,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2009,91,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2010,91,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2011,95,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2012,88,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2013,88,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2014,90,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2015,89,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2016,91,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2017,92,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2018,92,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2019,95,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2020,103,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2021,104,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2022,106,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2023,104,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2024,97,K-1578,1578,15,Møre og Romsdal
Fjord,Andre bygningstyper,Boliger (bebodde og ubebodde),2025,98,K-1578,1578,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2006,4588,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2007,4616,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2008,4648,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2009,4662,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2010,4697,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2011,4715,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2012,4757,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2013,4812,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2014,4853,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2015,4878,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2016,4903,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2017,4940,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2018,4961,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2019,4984,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2020,5008,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2021,5030,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2022,5048,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2023,5063,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2024,5072,K-1579,1579,15,Møre og Romsdal
Hustadvika,Enebolig,Boliger (bebodde og ubebodde),2025,5090,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2006,444,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2007,456,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2008,478,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2009,494,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2010,509,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2011,526,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2012,532,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2013,540,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2014,545,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2015,558,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2016,567,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2017,586,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2018,601,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2019,624,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2020,632,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2021,641,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2022,659,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2023,668,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2024,678,K-1579,1579,15,Møre og Romsdal
Hustadvika,Tomannsbolig,Boliger (bebodde og ubebodde),2025,685,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2006,286,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2007,305,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2008,314,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2009,339,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2010,326,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2011,369,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2012,385,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2013,402,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2014,401,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2015,409,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2016,414,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2017,433,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2018,456,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2019,464,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2020,464,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2021,472,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2022,490,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2023,509,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2024,519,K-1579,1579,15,Møre og Romsdal
Hustadvika,"Rekkehus, kjedehus og andre småhus",Boliger (bebodde og ubebodde),2025,534,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2006,33,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2007,33,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2008,33,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2009,33,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2010,39,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2011,40,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2012,36,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2013,36,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2014,36,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2015,36,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2016,36,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2017,44,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2018,44,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2019,44,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2020,44,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2021,44,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2022,59,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2023,59,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2024,59,K-1579,1579,15,Møre og Romsdal
Hustadvika,Boligblokk,Boliger (bebodde og ubebodde),2025,59,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2006,39,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2007,45,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2008,45,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2009,45,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2010,50,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2011,60,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2012,67,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2013,73,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2014,73,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2015,73,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2016,73,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2017,73,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2018,73,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2019,73,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2020,73,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2021,73,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2022,73,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2023,73,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2024,73,K-1579,1579,15,Møre og Romsdal
Hustadvika,Bygning for bofellesskap,Boliger (bebodde og ubebodde),2025,73,K-1579,1579,15,Møre og Romsdal
Hustadvika,Andre bygningstyper,Boliger (bebodde og ubebodde),2006,168,K-1579,1579,15,Møre og Romsdal
Hustadvika,Andre bygningstyper,Boliger (bebodde og ubebodde),2007,164,K-1579,1579,15,Møre og Romsdal
Hustadvika,Andre bygningstyper,Boliger (bebodde og ubebodde),2008,171,K-1579,1579,15,Møre og Romsdal
Hustadvika,Andre bygningstyper,Boliger (bebodde og ubebodde),2009,188,K-1579,1579,15,Møre og Romsdal
Hustadvika,Andre bygningstyper,Boliger (bebodde og ubebodde),2010,198,K-1579,1579,15,Møre og Romsdal
Hustadvika,Andre bygningstyper,Boliger (bebodde og ubebodde),2011,181,K-1579,1579,15,Møre og Romsdal
Hustadvika,Andre bygningstyper,Boliger (bebodde og ubebodde),2012,200,K-1579,1579,15,Møre og Romsdal
Hustadvika,Andre bygningstyper,Boliger (bebodde og ubebodde),2013,203,K-1579,1579,15,Møre og Romsdal
Hustadvika,Andre bygningstyper,Boliger (bebodde og ubebodde),2014,195,K-1579,1579,15,Møre og Romsdal
Hustadvika,Andre bygningstyper,Boliger (bebodde og ubebodde),2015,217,K-1579,1579,15,Møre og Romsdal
Hustadvika,Andre bygningstyper,Boliger (bebodde og ubebodde),2016,214,K-1579,1579,15,Møre og Romsdal
Hustadvika,Andre bygningstyper,Boliger (bebodde og ubebodde),2017,218,K-1579,1579,15,Møre og Romsdal
Hustadvika,Andre bygningstyper,Boliger (bebodde og ubebodde),2018,217,K-1579,1579,15,Møre og Romsdal
Hustadvika,Andre bygningstyper,Boliger (bebodde og ubebodde),2019,248,K-1579,1579,15,Møre og Romsdal
Hustadvika,Andre bygningstyper,Boliger (bebodde og ubebodde),2020,246,K-1579,1579,15,Møre og Romsdal
Hustadvika,Andre bygningstyper,Boliger (bebodde og ubebodde),2021,251,K-1579,1579,15,Møre og Romsdal
